[2025-06-02 00:00:02,218.218] DEBUG    [ThreadPoolExecutor-0_9|MainProcess] urllib3.connectionpool (connectionpool.py:_make_request:475) | https://gh-proxy.com:443 "GET / HTTP/1.1" 200 None
[2025-06-02 00:00:10,946.946] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-BoldOblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,947.947] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmex10.ttf', name='cmex10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,947.947] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-Oblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 1.05
[2025-06-02 00:00:10,947.947] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymBol.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,947.947] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Oblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,947.947] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmsy10.ttf', name='cmsy10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,948.948] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymReg.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,948.948] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmb10.ttf', name='cmb10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,948.948] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBolIta.ttf', name='STIXGeneral', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,948.948] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneral.ttf', name='STIXGeneral', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,948.948] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizThreeSymReg.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,949.949] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmtt10.ttf', name='cmtt10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,949.949] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerifDisplay.ttf', name='DejaVu Serif Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,949.949] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-Bold.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,949.949] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,949.949] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymBol.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,949.949] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizThreeSymBol.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,951.951] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmss10.ttf', name='cmss10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,951.951] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFiveSymReg.ttf', name='STIXSizeFiveSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,951.951] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansDisplay.ttf', name='DejaVu Sans Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,951.951] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBolIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,951.951] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,951.951] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-Italic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,952.952] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-Bold.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 0.33499999999999996
[2025-06-02 00:00:10,952.952] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='D:\\G\\QQBot\\.venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Bold.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,952.952] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FZYTK.TTF', name='FZYaoTi', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,952.952] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\SimsunExtG.ttf', name='SimSun-ExtG', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,952.952] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Users\\1633360356\\AppData\\Local\\Microsoft\\Windows\\Fonts\\FiraCode-VF.ttf', name='Fira Code', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,953.953] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_BLAR.TTF', name='Bodoni MT', style='normal', variant='normal', weight=900, stretch='normal', size='scalable')) = 10.525
[2025-06-02 00:00:10,953.953] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\calibriz.ttf', name='Calibri', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,953.953] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\consolab.ttf', name='Consolas', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,953.953] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\PALSCRI.TTF', name='Palace Script MT', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,953.953] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\tahoma.ttf', name='Tahoma', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,953.953] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\YuGothR.ttc', name='Yu Gothic', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,954.954] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ELEPHNT.TTF', name='Elephant', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,954.954] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LSANSD.TTF', name='Lucida Sans', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
[2025-06-02 00:00:10,954.954] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BKANT.TTF', name='Book Antiqua', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,954.954] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_R.TTF', name='Bodoni MT', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,954.954] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\pala.ttf', name='Palatino Linotype', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,954.954] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GILC____.TTF', name='Gill Sans MT Condensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-06-02 00:00:10,955.955] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\COPRGTL.TTF', name='Copperplate Gothic Light', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,955.955] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ROCK.TTF', name='Rockwell', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,955.955] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\georgiab.ttf', name='Georgia', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,955.955] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\SIMYOU.TTF', name='YouYuan', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,955.955] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\consolaz.ttf', name='Consolas', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,956.956] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LSANSDI.TTF', name='Lucida Sans', style='italic', variant='normal', weight=600, stretch='normal', size='scalable')) = 11.24
[2025-06-02 00:00:10,956.956] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ARIALNI.TTF', name='Arial', style='italic', variant='normal', weight=400, stretch='condensed', size='scalable')) = 7.613636363636363
[2025-06-02 00:00:10,956.956] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GILBI___.TTF', name='Gill Sans MT', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,956.956] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoeuiz.ttf', name='Segoe UI', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,956.956] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\corbeli.ttf', name='Corbel', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,957.957] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoescb.ttf', name='Segoe Script', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,957.957] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GOTHIC.TTF', name='Century Gothic', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,957.957] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FREESCPT.TTF', name='Freestyle Script', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,957.957] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\TCMI____.TTF', name='Tw Cen MT', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,957.957] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ebrimabd.ttf', name='Ebrima', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,957.957] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\cour.ttf', name='Courier New', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,958.958] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\comicz.ttf', name='Comic Sans MS', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,958.958] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\SNAP____.TTF', name='Snap ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,958.958] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\webdings.ttf', name='Webdings', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,958.958] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\RAVIE.TTF', name='Ravie', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,958.958] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BRLNSDB.TTF', name='Berlin Sans FB Demi', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,958.958] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\msyhl.ttc', name='Microsoft YaHei', style='normal', variant='normal', weight=290, stretch='normal', size='scalable')) = 10.1545
[2025-06-02 00:00:10,958.958] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ERASLGHT.TTF', name='Eras Light ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,959.959] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\taileb.ttf', name='Microsoft Tai Le', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,959.959] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LatoWeb-BoldItalic.ttf', name='Lato', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,959.959] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FRAMDCN.TTF', name='Franklin Gothic Medium Cond', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-06-02 00:00:10,959.959] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Deng.ttf', name='DengXian', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,959.959] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Users\\1633360356\\AppData\\Local\\Microsoft\\Windows\\Fonts\\LXGWWenKai-Light.ttf', name='LXGW WenKai', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,959.959] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ENGR.TTF', name='Engravers MT', style='normal', variant='normal', weight=500, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,959.959] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\AGENCYR.TTF', name='Agency FB', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,961.961] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LBRITED.TTF', name='Lucida Bright', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
[2025-06-02 00:00:10,961.961] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\SegUIVar.ttf', name='Segoe UI Variable', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,961.961] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_CB.TTF', name='Bodoni MT', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
[2025-06-02 00:00:10,961.961] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\phagspab.ttf', name='Microsoft PhagsPa', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,961.961] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\mingliub.ttc', name='MingLiU-ExtB', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,962.962] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\msjh.ttc', name='Microsoft JhengHei', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,962.962] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\palai.ttf', name='Palatino Linotype', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,962.962] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoeuib.ttf', name='Segoe UI', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,962.962] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GOTHICI.TTF', name='Century Gothic', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,962.962] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LatoWeb-Regular.ttf', name='Lato', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,962.962] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\simhei.ttf', name='SimHei', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,962.962] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_B.TTF', name='Bodoni MT', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,963.963] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Users\\1633360356\\AppData\\Local\\Microsoft\\Windows\\Fonts\\MapleMono-SC-NF-BoldItalic.ttf', name='Maple Mono SC NF', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
